,ResponseId,device_use,Q20,actual_use,2_Q1,Smart Phone_Q1_feat1,Smart Phone_Q1_feat2,Smart Phone_Q1_feat3,Smart Phone_Q1_feat4,Smart Phone_Q1_feat5,Smart Phone_Q1_feat7,2_Q2,Smart Phone_Q2_feat1,Smart Phone_Q2_feat2,Smart Phone_Q2_feat3,Smart Phone_Q2_feat5,2_Q3,Smart Phone_Q3_feat1,Smart Phone_Q3_feat2,Smart Phone_Q3_feat3,Smart Phone_Q3_feat4,Smart Phone_Q3_feat6,2_Q4,Smart Phone_Q4_feat1,Smart Phone_Q4_feat3,2_Q5,Smart Phone_Q5_feat1,Smart Phone_Q5_feat2,Smart Phone_Q5_feat3,Smart Phone_Q5_feat4,Smart Phone_Q5_feat6,2_Q6,Smart Phone_Q6_feat1,Smart Phone_Q6_feat2,Smart Phone_Q6_feat3,Smart Phone_Q6_feat4,2_Q7,Smart Phone_Q7_feat1,Smart Phone_Q7_feat2,Smart Phone_Q7_feat3,Smart Phone_Q7_feat5,2_Q8,Smart Phone_Q8_feat1,Smart Phone_Q8_feat2,Smart Phone_Q8_feat3,Smart Phone_Q8_feat5,2_Q9,Smart Phone_Q9_feat1,Smart Phone_Q9_feat2,Smart Phone_Q9_feat3,Smart Phone_Q9_feat4,Smart Phone_Q9_feat6,2_Q10,Smart Phone_Q10_feat1,Smart Phone_Q10_feat2,Smart Phone_Q10_feat3,Smart Phone_Q10_feat4,Smart Phone_Q10_feat6,Smart Phone_Q10_feat7,2_Q11,Smart Phone_Q11_feat1,Smart Phone_Q11_feat2,Smart Phone_Q11_feat3,Smart Phone_Q11_feat5,2_Q12,Smart Phone_Q12_feat1,Smart Phone_Q12_feat2,Smart Phone_Q12_feat3,Smart Phone_Q12_feat5,2_Q13,Smart Phone_Q13_feat1,Smart Phone_Q13_feat2,Smart Phone_Q13_feat4
19,R_2P0XozVRw6OLUv6,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
20,R_3nwNySHdhJhHWpi,"1,2,3",2,1,5,0,0,0,0,1,0,5,0,0,0,1,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,4,0,0,1
21,R_2PoOuwLmJD6Mk8T,"1,2,4",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
22,R_WDaenyWF6jvq8XT,"1,2,3,4,5,6",2,1,"2,5",0,1,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,3,0,1,1,1,0,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,4,0,0,1
23,R_2wd9b5HcePM2rNi,"1,2,3,4,5,6","1,2,3",1,"2,5",0,1,0,0,1,0,3,0,0,1,0,"1,3",1,0,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,2,0,1,0
24,R_UMzR8qzJB46ywud,"1,2,3,4,5,6",2,1,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"1,3",1,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,"1,3,4",1,0,1,1,0,0,2,0,1,0,0,5,0,0,0,1,1,1,0,0
25,R_31MWd1TrxoRyvVi,"1,2,3,4,5","2,4",1,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,"3,4",0,0,1,1,0,0,"1,2",1,1,0,0,5,0,0,0,1,1,1,0,0
26,R_2R8R701R6buARRN,"1,2,3,4,5,6","2,6",1,"2,5",0,1,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,"1,2,3,4",1,1,1,1,0,0,2,0,1,0,0,5,0,0,0,1,1,1,0,0
27,R_8CU5qwwvklIZKkp,"1,2,3,4,5,6",2,1,"2,5",0,1,0,0,1,0,5,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,"1,3,4",1,0,1,1,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
28,R_1NFk6Rvb6W9pTBY,"1,2,3,4,5,6",2,1,"2,5",0,1,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
29,R_eCK31Ws8SfffJn3,"1,2,4,5",5,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
30,R_3FIDKh8Phn9KPhn,"1,2,3,4,5,6","2,4,5",1,"1,2,5",1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,1,1,0,0
31,R_2qwvc4nZgMOFDaS,"1,2,4,5,6",2,1,"2,5",0,1,0,0,1,0,3,0,0,1,0,"1,2,3",1,1,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
32,R_21A4xXlvRoXPWnP,"2,3,4",2,1,7,0,0,0,0,0,1,3,0,0,1,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,3,0,0,1,0,2,0,1,0,0,0,7,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,1,1,0,0
33,R_T27fKGxjksMGzh7,"1,2,3",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
34,R_2OHzFG8iRPXGAi7,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
35,R_cYBqv6EubeNquDT,"1,2,3,4,5","1,2",1,7,0,0,0,0,0,1,5,0,0,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,"1,2,3",1,1,1,0,5,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,0,5,0,0,0,1,5,0,0,0,1,4,0,0,1
36,R_2rHZohAlfMaktv5,"1,2,3,4,5","1,2,4",1,"1,2,3,5",1,1,1,0,1,0,"1,2",1,1,0,0,"1,2,3,4",1,1,1,1,0,1,1,0,"1,3",1,0,1,0,0,"2,3",0,1,1,0,"1,2",1,1,0,0,"1,3",1,0,1,0,"1,3,4",1,0,1,1,0,"1,2,3",1,1,1,0,0,0,2,0,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0
37,R_2dAYaiQrUv4UiKi,"1,2,3,4","2,4",1,"2,5",0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,1,1,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,"1,2",1,1,0,0,2,0,1,0
38,R_6MAL6TqVSgiK06Z,"1,2,3,4","1,2",1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
39,R_3LYXGPCHAPOHy6l,"1,2,3,4,5,6","2,5,6",1,"2,5",0,1,0,0,1,0,1,1,0,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,"2,3",0,1,1,0,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,1,1,0,0
40,R_3GAKRMQgF89anh7,"1,2,4,5",2,1,"1,2",1,1,0,0,0,0,1,1,0,0,0,"1,3",1,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,3,0,0,1,0,1,1,0,0,0,6,0,0,0,0,1,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,4,0,0,1
41,R_20MNPYAnbdh09ff,"1,2,3",2,1,"2,3,5",0,1,1,0,1,0,"1,3",1,0,1,0,"1,2,3",1,1,1,0,0,1,1,0,"1,3",1,0,1,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,0,"3,4",0,0,1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0
42,R_3NTYlYxpNXx8TeK,"1,2,3,6",2,1,"1,2,3",1,1,1,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0
43,R_12ElUaSzJ39vFkG,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
44,R_3J4dwvyzFeEbwcm,"1,2,3,4,5,6","1,4,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
45,R_2fIhojthc5nwIXi,"1,2,3,4,5,6","2,5,6",1,"2,5",0,1,0,0,1,0,3,0,0,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,3,0,0,1,0,3,0,0,1,0,0,"1,2,3",1,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,1,1,0,0
46,R_25Qn0gdzACWGdcv,"1,2,3,4","1,2",1,"1,2,4,5",1,1,0,1,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,2,0,1,0,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0,0,"2,3,4",0,1,1,1,0,"1,2,3,4",1,1,1,1,0,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,"1,2",1,1,0
47,R_6SzeZZ0CryPDVVT,"1,2,3,4",2,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,2,0,1,0,0,0,7,0,0,0,0,0,1,5,0,0,0,1,1,1,0,0,0,2,0,1,0
48,R_1P29MRntmFq5g7X,"1,2,3,4,5,6","1,2,3,4,5,6",1,"1,2,3,4,5",1,1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3,4",1,1,1,1,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
49,R_BMygX0dF1supMyd,"1,2,3,4,5,6",2,1,"2,5",0,1,0,0,1,0,5,0,0,0,1,"1,2",1,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,3,0,0,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,3,0,0,1,0,2,0,1,0
50,R_1resJxU9NUWxdo8,"1,2,5,6","1,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
51,R_6WmIK4QgrbDx56h,"1,2,3,4,5,6","2,5",1,"2,5",0,1,0,0,1,0,1,1,0,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,4,0,0,0,1,0,"1,3",1,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,1,1,0,0
52,R_8cgz6AXXDvwcadj,"1,2,4",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
53,R_11XzlLgfqPYa28P,"1,2,3,4,5,6","1,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
54,R_1IBhY0SKPzm2J3S,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
55,R_12nihNfsVhQsV3c,"1,2,4,5","2,4",1,"1,2",1,1,0,0,0,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,2,0,1,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,1,1,0,0,0,"2,5",0,1,0,0,0,"1,2,3",1,1,1,0,0,0,2,0,1,0,0,"1,2",1,1,0,0,2,0,1,0
56,R_3KImLHjyUMbqQja,"1,2,3,4,5,6","2,6",1,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,2,3,4",1,1,1,1,0,0,"2,3",0,1,1,0,5,0,0,0,1,4,0,0,1
57,R_3k0tjA00HvJcbS6,"1,2,3,4,5",2,1,"2,5",0,1,0,0,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,5,0,0,0,1,6,0,0,0,0,1,"1,2,3",1,1,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,2,0,1,0
58,R_3hFlx8QPd98RTT0,"1,2,3,4,5,6",2,1,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,3,0,0,1,0,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,"1,2",1,1,0
59,R_3HNv1NMaW588ccj,"1,2,3,4,5,6",5,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
60,R_3Dda48Nr1zARub0,"1,2,3,4,5,6",2,1,"2,5",0,1,0,0,1,0,3,0,0,1,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,"3,4",0,0,1,1,0,0,"1,2",1,1,0,0,5,0,0,0,1,2,0,1,0
61,R_1jqsAmJunh7nxVd,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
62,R_xlvSzGoYl8DEleV,"1,2,3,4,5,6",2,1,"1,2,4",1,1,0,1,0,0,5,0,0,0,1,"1,2,3,4",1,1,1,1,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,2,0,1,0,0,3,0,0,1,0,3,0,0,1,0,0,"2,3,4",0,1,1,1,0,0,2,0,1,0,0,5,0,0,0,1,"1,2",1,1,0
